I1
0.213628
0.213554
0.213577
0.21343
0.21351
0.213437
0.213463
0.21347
0.213476
0.213402
0.213425
0.213483
0.213456
0.213467
0.213562
0.213429
0.213577
0.213505
0.213492
0.213449
0.213449
0.213471
0.213411
0.213426
0.213439
0.213439
0.213525
0.213442
0.213525
0.213525
0.213488
0.213415
0.21336
0.213285
0.213387
0.21349
0.213563
0.213513
0.213514
0.213439
0.213439
0.213473
0.213483
0.213483
0.213397
0.213328
0.213325
0.213311
0.213344
0.213376
0.213376
0.213251
0.213179
0.213252
0.213198
0.213418
0.213427
0.213427
0.213372
0.213474
0.213529
0.213562
0.213522
0.213336
0.213274
0.213347
0.213382
0.213361
0.21341
0.213556
0.213504
0.213523
0.213521
0.21357
0.21355
0.213528
0.213458
0.213389
0.213389
0.213406
0.213406
0.213424
0.213441
0.213441
0.213465
0.213538
0.213526
0.213541
0.213454
0.213543
0.213622
0.213704
0.213612
0.213612
0.213593
0.213593
0.21363
0.213688
0.213688
0.21367
0.21367
0.213725
0.213796
0.213649
0.213648
0.213627
0.213582
0.213436
0.213455
0.213456
0.213574
0.213641
0.213623
0.213623
0.213633
0.213538
0.213473
0.21362
0.213674
0.213697
0.213679
0.213621
0.213694
0.213592
0.213559
0.213477
0.21355
0.213605
0.213605
0.213687
0.21373
0.213649
0.213653
0.213692
0.2137
0.213773
0.213661
0.213734
0.213777
0.213715
0.213641
0.213658
0.213511
0.21354
0.213615
0.213603
0.213676
0.213734
0.213661
0.213618
0.213657
0.21371
0.21371
0.213715
0.213708
0.213667
0.213581
0.213675
0.213789
0.213936
0.213845
0.213776
0.213849
0.213827
0.213647
0.213714
0.213787
0.213858
0.213803
0.213755
0.213774
0.213847
0.21386
0.21386
0.213812
0.21384
0.213805
0.213732
0.213752
0.213807
0.213734
0.213766
0.21377
0.213839
0.213912
0.213803
0.213729
0.213729
0.213776
0.213807
0.213859
0.213907
0.213907
0.213925
0.213948
0.21402
0.213995
0.213973
0.2139
0.213928
0.214001
0.213804
0.213731
0.213993
0.213949
0.213906
0.213849
0.213849
0.213749
0.213776
0.213847
0.213888
0.213888
0.213856
0.21393
0.213815
0.213899
0.213826
0.213847
0.21375
0.2138
0.213847
0.213772
0.213772
0.213817
0.213855
0.213726
0.213652
0.213864
0.21375
0.21366
0.213774
0.213847
0.213874
0.213801
0.213894
0.213913
0.213852
0.213852
0.213761
0.213716
0.213643
0.213635
0.213701
0.213694
0.213638
0.213638
0.213554
0.213516
0.21346
0.213292
0.213218
0.213419
0.213436
0.213384
0.213362
0.213362
0.213399
0.213296
0.213421
0.213421
0.213149
0.212948
0.213014
0.21307
0.212998
0.212998
0.212902
0.212902
0.212784
0.212827
0.21286
0.212862
0.212935
0.212894
0.212894
0.212891
0.212856
0.212799
0.212736
0.212662
0.212561
0.21249
0.212461
0.212384
0.212385
0.212458
0.212363
0.212282
0.21242
0.21243
0.212306
0.212224
0.212224
0.212169
0.212113
0.212118
0.212057
0.21191
0.211859
0.211933
0.211903
0.211843
0.211774
0.211701
0.211714
0.211625
0.211625
0.211683
0.211634
0.21165
0.211649
0.211576
0.211522
